name,images
JACQUARD DENIM JACKET,"['https://static.zara.net/photos///2024/V/0/2/p/7627/402/400/2/w/1920/7627402400_1_1_1.jpg?ts=1707752749272', 'https://static.zara.net/photos///2024/V/0/2/p/7627/402/400/2/w/1920/7627402400_2_1_1.jpg?ts=1707752749417', 'https://static.zara.net/photos///2024/V/0/2/p/7627/402/400/2/w/1920/7627402400_2_2_1.jpg?ts=1707752749431', 'https://static.zara.net/photos///2024/V/0/2/p/7627/402/400/2/w/1920/7627402400_2_3_1.jpg?ts=1707752748297', 'https://static.zara.net/photos///2024/V/0/2/p/7627/402/400/2/w/1920/7627402400_2_4_1.jpg?ts=1707752749630', 'https://static.zara.net/photos///2024/V/0/2/p/7627/402/400/2/w/1920/7627402400_6_1_1.jpg?ts=1707405153764', 'https://static.zara.net/photos///2024/V/0/2/p/7627/402/400/2/w/1920/7627402400_6_2_1.jpg?ts=1707404858982', 'https://static.zara.net/photos///2024/V/0/2/p/7627/402/400/2/w/1920/7627402400_6_3_1.jpg?ts=1707404859919']"
PADDED DENIM JACKET,"['https://static.zara.net/photos///2024/V/0/2/p/1538/413/800/2/w/1920/1538413800_1_1_1.jpg?ts=1705667396999', 'https://static.zara.net/photos///2024/V/0/2/p/1538/413/800/2/w/1920/1538413800_2_1_1.jpg?ts=1705667398797', 'https://static.zara.net/photos///2024/V/0/2/p/1538/413/800/2/w/1920/1538413800_2_2_1.jpg?ts=1705667398262', 'https://static.zara.net/photos///2024/V/0/2/p/1538/413/800/2/w/1920/1538413800_2_3_1.jpg?ts=1705667396196', 'https://static.zara.net/photos///2024/V/0/2/p/1538/413/800/2/w/1920/1538413800_2_4_1.jpg?ts=1705667400863', 'https://static.zara.net/photos///2024/V/0/2/p/1538/413/800/2/w/1920/1538413800_2_5_1.jpg?ts=1705667398597', 'https://static.zara.net/photos///2024/V/0/2/p/1538/413/800/2/w/1920/1538413800_6_1_1.jpg?ts=1705574228514', 'https://static.zara.net/photos///2024/V/0/2/p/1538/413/800/2/w/1920/1538413800_6_2_1.jpg?ts=1705574230534', 'https://static.zara.net/photos///2024/V/0/2/p/1538/413/800/2/w/1920/1538413800_6_3_1.jpg?ts=1705574230952']"
LEATHER JACKET,"['https://static.zara.net/photos///2024/V/0/2/p/5479/400/705/2/w/1920/5479400705_1_1_1.jpg?ts=1707215712734', 'https://static.zara.net/photos///2024/V/0/2/p/5479/400/705/2/w/1920/5479400705_2_1_1.jpg?ts=1707215712274', 'https://static.zara.net/photos///2024/V/0/2/p/5479/400/705/2/w/1920/5479400705_2_2_1.jpg?ts=1707215712721', 'https://static.zara.net/photos///2024/V/0/2/p/5479/400/705/2/w/1920/5479400705_2_3_1.jpg?ts=1707215712329', 'https://static.zara.net/photos///2024/V/0/2/p/5479/400/705/2/w/1920/5479400705_2_4_1.jpg?ts=1707215713736', 'https://static.zara.net/photos///2024/V/0/2/p/5479/400/705/2/w/1920/5479400705_2_5_1.jpg?ts=1707215713706', 'https://static.zara.net/photos///2024/V/0/2/p/5479/400/705/2/w/1920/5479400705_2_6_1.jpg?ts=1707215713566', 'https://static.zara.net/photos///2024/V/0/2/p/5479/400/705/2/w/1920/5479400705_2_7_1.jpg?ts=1707215713552', 'https://static.zara.net/photos///2024/V/0/2/p/5479/400/705/2/w/1920/5479400705_6_1_1.jpg?ts=1706778287797', 'https://static.zara.net/photos///2024/V/0/2/p/5479/400/705/2/w/1920/5479400705_6_2_1.jpg?ts=1706778287832', 'https://static.zara.net/photos///2024/V/0/2/p/5479/400/705/2/w/1920/5479400705_6_3_1.jpg?ts=1706778288060']"
LIGHTWEIGHT BOMBER JACKET,"['https://static.zara.net/photos///2024/V/0/2/p/8281/389/800/2/w/1920/8281389800_1_1_1.jpg?ts=1704898440428', 'https://static.zara.net/photos///2024/V/0/2/p/8281/389/800/2/w/1920/8281389800_2_1_1.jpg?ts=1704898441281', 'https://static.zara.net/photos///2024/V/0/2/p/8281/389/800/2/w/1920/8281389800_2_2_1.jpg?ts=1704898440885', 'https://static.zara.net/photos///2024/V/0/2/p/8281/389/800/2/w/1920/8281389800_2_3_1.jpg?ts=1704898441369', 'https://static.zara.net/photos///2024/V/0/2/p/8281/389/800/2/w/1920/8281389800_2_4_1.jpg?ts=1704898440678', 'https://static.zara.net/photos///2024/V/0/2/p/8281/389/800/2/w/1920/8281389800_6_1_1.jpg?ts=1704457715790', 'https://static.zara.net/photos///2024/V/0/2/p/8281/389/800/2/w/1920/8281389800_6_2_1.jpg?ts=1704457715822', 'https://static.zara.net/photos///2024/V/0/2/p/8281/389/800/2/w/1920/8281389800_6_3_1.jpg?ts=1704457716106']"
SUIT JACKET,"['https://static.zara.net/photos///2024/V/0/1/p/4303/266/251/2/w/1920/4303266251_1_1_1.jpg?ts=1707230748539', 'https://static.zara.net/photos///2024/V/0/1/p/4303/266/251/2/w/1920/4303266251_2_1_1.jpg?ts=1707230496410', 'https://static.zara.net/photos///2024/V/0/1/p/4303/266/251/2/w/1920/4303266251_2_2_1.jpg?ts=1707230497062', 'https://static.zara.net/photos///2024/V/0/1/p/4303/266/251/2/w/1920/4303266251_2_3_1.jpg?ts=1707230496940', 'https://static.zara.net/photos///2024/V/0/1/p/4303/266/251/2/w/1920/4303266251_2_4_1.jpg?ts=1707230497747', 'https://static.zara.net/photos///2024/V/0/1/p/4303/266/251/2/w/1920/4303266251_2_5_1.jpg?ts=1707230498038', 'https://static.zara.net/photos///2024/V/0/1/p/4303/266/251/2/w/1920/4303266251_2_6_1.jpg?ts=1707230498074', 'https://static.zara.net/photos///2024/V/0/1/p/4303/266/251/2/w/1920/4303266251_2_7_1.jpg?ts=1707230498630', 'https://static.zara.net/photos///2024/V/0/2/p/4303/266/251/2/w/1920/4303266251_6_1_1.jpg?ts=1706717230725', 'https://static.zara.net/photos///2024/V/0/2/p/4303/266/251/2/w/1920/4303266251_6_2_1.jpg?ts=1706717230385', 'https://static.zara.net/photos///2024/V/0/2/p/4303/266/251/2/w/1920/4303266251_6_3_1.jpg?ts=1706717232493']"
FAUX LEATHER BOMBER JACKET,"['https://static.zara.net/photos///2023/I/0/2/p/3918/420/800/2/w/1920/3918420800_1_1_1.jpg?ts=1687947015813', 'https://static.zara.net/photos///2023/I/0/1/p/3918/420/800/2/w/1920/3918420800_2_1_1.jpg?ts=1693908905357', 'https://static.zara.net/photos///2023/I/0/2/p/3918/420/800/2/w/1920/3918420800_2_2_1.jpg?ts=1687947016793', 'https://static.zara.net/photos///2023/I/0/2/p/3918/420/800/2/w/1920/3918420800_2_3_1.jpg?ts=1687947015676', 'https://static.zara.net/photos///2023/I/0/2/p/3918/420/800/2/w/1920/3918420800_2_4_1.jpg?ts=1687947017464', 'https://static.zara.net/photos///2023/I/0/2/p/3918/420/800/2/w/1920/3918420800_2_5_1.jpg?ts=1687947017254', 'https://static.zara.net/photos///2023/I/0/2/p/3918/420/800/2/w/1920/3918420800_6_1_1.jpg?ts=1687859308602', 'https://static.zara.net/photos///2023/I/0/2/p/3918/420/800/2/w/1920/3918420800_6_2_1.jpg?ts=1687859308696', 'https://static.zara.net/photos///2023/I/0/2/p/3918/420/800/2/w/1920/3918420800_6_3_1.jpg?ts=1687859309745']"
PATCH BOMBER JACKET,"['https://static.zara.net/photos///2024/V/0/2/p/3918/330/811/2/w/1920/3918330811_2_1_1.jpg?ts=1701249776553', 'https://static.zara.net/photos///2024/V/0/2/p/3918/330/811/2/w/1920/3918330811_2_4_1.jpg?ts=1701249776396', 'https://static.zara.net/photos///2024/V/0/2/p/3918/330/811/2/w/1920/3918330811_1_1_1.jpg?ts=1701249775871', 'https://static.zara.net/photos///2024/V/0/2/p/3918/330/811/2/w/1920/3918330811_2_2_1.jpg?ts=1701249775712', 'https://static.zara.net/photos///2024/V/0/2/p/3918/330/811/2/w/1920/3918330811_2_3_1.jpg?ts=1701249775732', 'https://static.zara.net/photos///2024/V/0/2/p/3918/330/811/2/w/1920/3918330811_2_5_1.jpg?ts=1701249776473', 'https://static.zara.net/photos///2024/V/0/2/p/3918/330/811/2/w/1920/3918330811_6_1_1.jpg?ts=1701173489382', 'https://static.zara.net/photos///2024/V/0/2/p/3918/330/811/2/w/1920/3918330811_6_2_1.jpg?ts=1701173486030', 'https://static.zara.net/photos///2024/V/0/2/p/3918/330/811/2/w/1920/3918330811_6_3_1.jpg?ts=1701173488573']"
STRETCH POCKET OVERSHIRT,"['https://static.zara.net/photos///2023/I/0/2/p/0706/150/914/2/w/1920/0706150914_1_1_1.jpg?ts=1694768164895', 'https://static.zara.net/photos///2023/I/0/2/p/0706/150/914/2/w/1920/0706150914_2_1_1.jpg?ts=1694768165117', 'https://static.zara.net/photos///2023/I/0/2/p/0706/150/914/2/w/1920/0706150914_2_2_1.jpg?ts=1694768165336', 'https://static.zara.net/photos///2023/I/0/2/p/0706/150/914/2/w/1920/0706150914_2_3_1.jpg?ts=1694768164000', 'https://static.zara.net/photos///2023/I/0/2/p/0706/150/914/2/w/1920/0706150914_2_4_1.jpg?ts=1694768166620', 'https://static.zara.net/photos///2023/I/0/2/p/0706/150/914/2/w/1920/0706150914_2_5_1.jpg?ts=1694768165626', 'https://static.zara.net/photos///2023/I/0/2/p/0706/150/914/2/w/1920/0706150914_6_1_1.jpg?ts=1694676319098', 'https://static.zara.net/photos///2023/I/0/2/p/0706/150/914/2/w/1920/0706150914_6_2_1.jpg?ts=1694676319410', 'https://static.zara.net/photos///2023/I/0/2/p/0706/150/914/2/w/1920/0706150914_6_3_1.jpg?ts=1694676322482']"
RIB COLLAR JACKET,"['https://static.zara.net/photos///2024/V/0/2/p/8281/410/712/2/w/1920/8281410712_1_1_1.jpg?ts=1707296867728', 'https://static.zara.net/photos///2024/V/0/2/p/8281/410/712/2/w/1920/8281410712_2_1_1.jpg?ts=1707296867496', 'https://static.zara.net/photos///2024/V/0/2/p/8281/410/712/2/w/1920/8281410712_2_2_1.jpg?ts=1707296867524', 'https://static.zara.net/photos///2024/V/0/2/p/8281/410/712/2/w/1920/8281410712_2_3_1.jpg?ts=1707296865415', 'https://static.zara.net/photos///2024/V/0/2/p/8281/410/712/2/w/1920/8281410712_2_4_1.jpg?ts=1707296867633', 'https://static.zara.net/photos///2024/V/0/2/p/8281/410/712/2/w/1920/8281410712_2_5_1.jpg?ts=1707296867561', 'https://static.zara.net/photos///2024/V/0/2/p/8281/410/712/2/w/1920/8281410712_2_6_1.jpg?ts=1707297363376', 'https://static.zara.net/photos///2024/V/0/2/p/8281/410/712/2/w/1920/8281410712_6_1_1.jpg?ts=1707144205437', 'https://static.zara.net/photos///2024/V/0/2/p/8281/410/712/2/w/1920/8281410712_6_2_1.jpg?ts=1707144205467', 'https://static.zara.net/photos///2024/V/0/2/p/8281/410/712/2/w/1920/8281410712_6_3_1.jpg?ts=1707144205162']"
FAUX LEATHER OVERSIZED JACKET LIMITED EDITION,"['https://static.zara.net/photos///2024/V/0/2/p/7380/310/800/2/w/1920/7380310800_2_1_1.jpg?ts=1706806870517', 'https://static.zara.net/photos///2024/V/0/2/p/7380/310/800/2/w/1920/7380310800_2_5_1.jpg?ts=1706806870618', 'https://static.zara.net/photos///2024/V/0/2/p/7380/310/800/2/w/1920/7380310800_1_1_1.jpg?ts=1706806870038', 'https://static.zara.net/photos///2024/V/0/2/p/7380/310/800/2/w/1920/7380310800_2_2_1.jpg?ts=1706806870703', 'https://static.zara.net/photos///2024/V/0/2/p/7380/310/800/2/w/1920/7380310800_2_3_1.jpg?ts=1706806870216', 'https://static.zara.net/photos///2024/V/0/2/p/7380/310/800/2/w/1920/7380310800_2_4_1.jpg?ts=1706806870503', 'https://static.zara.net/photos///2024/V/0/2/p/7380/310/800/2/w/1920/7380310800_6_1_1.jpg?ts=1704817595965', 'https://static.zara.net/photos///2024/V/0/2/p/7380/310/800/2/w/1920/7380310800_6_2_1.jpg?ts=1704817595933', 'https://static.zara.net/photos///2024/V/0/2/p/7380/310/800/2/w/1920/7380310800_6_3_1.jpg?ts=1704817596562']"
CONTRASTING PATCHES BOMBER JACKET,"['https://static.zara.net/photos///2024/V/0/2/p/6318/411/800/2/w/1920/6318411800_1_1_1.jpg?ts=1704205438688', 'https://static.zara.net/photos///2024/V/0/2/p/6318/411/800/2/w/1920/6318411800_2_1_1.jpg?ts=1704205438976', 'https://static.zara.net/photos///2024/V/0/2/p/6318/411/800/2/w/1920/6318411800_2_2_1.jpg?ts=1704205438692', 'https://static.zara.net/photos///2024/V/0/2/p/6318/411/800/2/w/1920/6318411800_2_3_1.jpg?ts=1704205438699', 'https://static.zara.net/photos///2024/V/0/2/p/6318/411/800/2/w/1920/6318411800_2_4_1.jpg?ts=1704205438743', 'https://static.zara.net/photos///2024/V/0/2/p/6318/411/800/2/w/1920/6318411800_2_5_1.jpg?ts=1704205438743', 'https://static.zara.net/photos///2024/V/0/2/p/6318/411/800/2/w/1920/6318411800_6_1_1.jpg?ts=1704193470219', 'https://static.zara.net/photos///2024/V/0/2/p/6318/411/800/2/w/1920/6318411800_6_2_1.jpg?ts=1704193469941', 'https://static.zara.net/photos///2024/V/0/2/p/6318/411/800/2/w/1920/6318411800_6_3_1.jpg?ts=1704193470149']"
PATCH BOMBER JACKET,"['https://static.zara.net/photos///2024/V/0/2/p/3833/404/500/2/w/1920/3833404500_1_1_1.jpg?ts=1705667398773', 'https://static.zara.net/photos///2024/V/0/2/p/3833/404/500/2/w/1920/3833404500_2_1_1.jpg?ts=1705667400810', 'https://static.zara.net/photos///2024/V/0/2/p/3833/404/500/2/w/1920/3833404500_2_2_1.jpg?ts=1705667401659', 'https://static.zara.net/photos///2024/V/0/2/p/3833/404/500/2/w/1920/3833404500_2_3_1.jpg?ts=1705667397374', 'https://static.zara.net/photos///2024/V/0/2/p/3833/404/500/2/w/1920/3833404500_2_4_1.jpg?ts=1705667401855', 'https://static.zara.net/photos///2024/V/0/2/p/3833/404/500/2/w/1920/3833404500_2_5_1.jpg?ts=1705667402004', 'https://static.zara.net/photos///2024/V/0/2/p/3833/404/500/2/w/1920/3833404500_6_1_1.jpg?ts=1705400139406', 'https://static.zara.net/photos///2024/V/0/2/p/3833/404/500/2/w/1920/3833404500_6_2_1.jpg?ts=1705400138765', 'https://static.zara.net/photos///2024/V/0/2/p/3833/404/500/2/w/1920/3833404500_6_3_1.jpg?ts=1705400139464', 'https://static.zara.net/photos///2024/V/0/2/p/3833/404/500/2/w/1920/3833404500_6_4_1.jpg?ts=1705400139460']"
CROPPED BOMBER JACKET LIMITED EDITION,"['https://static.zara.net/photos///2024/V/0/2/p/8281/600/800/2/w/1920/8281600800_1_1_1.jpg?ts=1706806909878', 'https://static.zara.net/photos///2024/V/0/2/p/8281/600/800/2/w/1920/8281600800_2_1_1.jpg?ts=1706806910413', 'https://static.zara.net/photos///2024/V/0/2/p/8281/600/800/2/w/1920/8281600800_2_2_1.jpg?ts=1706806911049', 'https://static.zara.net/photos///2024/V/0/2/p/8281/600/800/2/w/1920/8281600800_2_3_1.jpg?ts=1706806909521', 'https://static.zara.net/photos///2024/V/0/2/p/8281/600/800/2/w/1920/8281600800_2_4_1.jpg?ts=1706806910147', 'https://static.zara.net/photos///2024/V/0/2/p/8281/600/800/2/w/1920/8281600800_2_5_1.jpg?ts=1706806911318', 'https://static.zara.net/photos///2024/V/0/2/p/8281/600/800/2/w/1920/8281600800_6_1_1.jpg?ts=1704817596335', 'https://static.zara.net/photos///2024/V/0/2/p/8281/600/800/2/w/1920/8281600800_6_2_1.jpg?ts=1704817596312', 'https://static.zara.net/photos///2024/V/0/2/p/8281/600/800/2/w/1920/8281600800_6_3_1.jpg?ts=1704817596565']"
FAUX LEATHER PUFFER JACKET,"['https://static.zara.net/photos///2023/I/0/2/p/3833/302/800/2/w/1920/3833302800_1_1_1.jpg?ts=1694162664073', 'https://static.zara.net/photos///2023/I/0/2/p/3833/302/800/2/w/1920/3833302800_2_1_1.jpg?ts=1694162663852', 'https://static.zara.net/photos///2023/I/0/2/p/3833/302/800/2/w/1920/3833302800_2_2_1.jpg?ts=1694162663885', 'https://static.zara.net/photos///2023/I/0/2/p/3833/302/800/2/w/1920/3833302800_2_3_1.jpg?ts=1694162663976', 'https://static.zara.net/photos///2023/I/0/2/p/3833/302/800/2/w/1920/3833302800_2_4_1.jpg?ts=1694162665936', 'https://static.zara.net/photos///2023/I/0/1/p/3833/302/800/2/w/1920/3833302800_2_5_1.jpg?ts=1695031526195', 'https://static.zara.net/photos///2023/I/0/2/p/3833/302/800/2/w/1920/3833302800_6_1_1.jpg?ts=1694094395152', 'https://static.zara.net/photos///2023/I/0/2/p/3833/302/800/2/w/1920/3833302800_6_2_1.jpg?ts=1694094395335', 'https://static.zara.net/photos///2023/I/0/2/p/3833/302/800/2/w/1920/3833302800_6_3_1.jpg?ts=1694094394738']"
FAUX LEATHER BOMBER JACKET,"['https://static.zara.net/photos///2024/V/0/2/p/8281/667/800/2/w/1920/8281667800_1_1_1.jpg?ts=1706111273234', 'https://static.zara.net/photos///2024/V/0/2/p/8281/667/800/2/w/1920/8281667800_2_1_1.jpg?ts=1706111273215', 'https://static.zara.net/photos///2024/V/0/2/p/8281/667/800/2/w/1920/8281667800_2_2_1.jpg?ts=1706111270153', 'https://static.zara.net/photos///2024/V/0/2/p/8281/667/800/2/w/1920/8281667800_2_3_1.jpg?ts=1706111271114', 'https://static.zara.net/photos///2024/V/0/2/p/8281/667/800/2/w/1920/8281667800_2_4_1.jpg?ts=1706111274125', 'https://static.zara.net/photos///2024/V/0/2/p/8281/667/800/2/w/1920/8281667800_2_5_1.jpg?ts=1706111273024', 'https://static.zara.net/photos///2024/V/0/2/p/8281/667/800/2/w/1920/8281667800_2_6_1.jpg?ts=1706111274209', 'https://static.zara.net/photos///2024/V/0/2/p/8281/667/800/2/w/1920/8281667800_2_7_1.jpg?ts=1706111272674', 'https://static.zara.net/photos///2024/V/0/2/p/8281/667/800/2/w/1920/8281667800_6_1_1.jpg?ts=1705999659937', 'https://static.zara.net/photos///2024/V/0/2/p/8281/667/800/2/w/1920/8281667800_6_2_1.jpg?ts=1705999659925', 'https://static.zara.net/photos///2024/V/0/2/p/8281/667/800/2/w/1920/8281667800_6_3_1.jpg?ts=1705999660313']"
BOMBER JACKET,"['https://static.zara.net/photos///2024/V/0/1/p/6318/502/401/2/w/1920/6318502401_1_1_1.jpg?ts=1707389688874', 'https://static.zara.net/photos///2024/V/0/1/p/6318/502/401/2/w/1920/6318502401_2_1_1.jpg?ts=1707389689333', 'https://static.zara.net/photos///2024/V/0/1/p/6318/502/401/2/w/1920/6318502401_2_2_1.jpg?ts=1707389689451', 'https://static.zara.net/photos///2024/V/0/1/p/6318/502/401/2/w/1920/6318502401_2_3_1.jpg?ts=1707389688780', 'https://static.zara.net/photos///2024/V/0/1/p/6318/502/401/2/w/1920/6318502401_2_4_1.jpg?ts=1707389689456', 'https://static.zara.net/photos///2024/V/0/1/p/6318/502/401/2/w/1920/6318502401_2_5_1.jpg?ts=1707389689096', 'https://static.zara.net/photos///2024/V/0/2/p/6318/502/401/2/w/1920/6318502401_6_1_1.jpg?ts=1706545216044', 'https://static.zara.net/photos///2024/V/0/2/p/6318/502/401/2/w/1920/6318502401_6_2_1.jpg?ts=1706545216447', 'https://static.zara.net/photos///2024/V/0/2/p/6318/502/401/2/w/1920/6318502401_6_3_1.jpg?ts=1706545216444']"
FAUX SUEDE JACKET,"['https://static.zara.net/photos///2024/V/0/2/p/8281/652/800/2/w/1920/8281652800_1_1_1.jpg?ts=1704883889075', 'https://static.zara.net/photos///2024/V/0/2/p/8281/652/800/2/w/1920/8281652800_2_1_1.jpg?ts=1704883889968', 'https://static.zara.net/photos///2024/V/0/2/p/8281/652/800/2/w/1920/8281652800_2_3_1.jpg?ts=1704883889036', 'https://static.zara.net/photos///2024/V/0/2/p/8281/652/800/2/w/1920/8281652800_2_4_1.jpg?ts=1704883890617', 'https://static.zara.net/photos///2024/V/0/2/p/8281/652/800/2/w/1920/8281652800_2_5_1.jpg?ts=1704883890035', 'https://static.zara.net/photos///2024/V/0/2/p/8281/652/800/2/w/1920/8281652800_6_1_1.jpg?ts=1704701392413', 'https://static.zara.net/photos///2024/V/0/2/p/8281/652/800/2/w/1920/8281652800_6_2_1.jpg?ts=1704701392429', 'https://static.zara.net/photos///2024/V/0/2/p/8281/652/800/2/w/1920/8281652800_6_3_1.jpg?ts=1704701392629']"
FAUX SUEDE BOMBER JACKET,"['https://static.zara.net/photos///2024/V/0/2/p/8574/500/806/2/w/1920/8574500806_1_1_1.jpg?ts=1704298918911', 'https://static.zara.net/photos///2024/V/0/2/p/8574/500/806/2/w/1920/8574500806_2_1_1.jpg?ts=1704298919179', 'https://static.zara.net/photos///2024/V/0/2/p/8574/500/806/2/w/1920/8574500806_2_2_1.jpg?ts=1704298918810', 'https://static.zara.net/photos///2024/V/0/2/p/8574/500/806/2/w/1920/8574500806_2_3_1.jpg?ts=1704298918846', 'https://static.zara.net/photos///2024/V/0/2/p/8574/500/806/2/w/1920/8574500806_2_4_1.jpg?ts=1704298919252', 'https://static.zara.net/photos///2024/V/0/2/p/8574/500/806/2/w/1920/8574500806_2_5_1.jpg?ts=1704298918985', 'https://static.zara.net/photos///2024/V/0/2/p/8574/500/806/2/w/1920/8574500806_2_6_1.jpg?ts=1704298919142', 'https://static.zara.net/photos///2024/V/0/2/p/8574/500/806/2/w/1920/8574500806_6_1_1.jpg?ts=1703759578006', 'https://static.zara.net/photos///2024/V/0/2/p/8574/500/806/2/w/1920/8574500806_6_2_1.jpg?ts=1703759558987', 'https://static.zara.net/photos///2024/V/0/2/p/8574/500/806/2/w/1920/8574500806_6_3_1.jpg?ts=1703759579540']"
SUEDE JACKET,"['https://static.zara.net/photos///2024/V/0/2/p/2521/102/700/2/w/1920/2521102700_1_1_1.jpg?ts=1707215712330', 'https://static.zara.net/photos///2024/V/0/2/p/2521/102/700/2/w/1920/2521102700_2_1_1.jpg?ts=1707215713249', 'https://static.zara.net/photos///2024/V/0/2/p/2521/102/700/2/w/1920/2521102700_2_2_1.jpg?ts=1707215713051', 'https://static.zara.net/photos///2024/V/0/2/p/2521/102/700/2/w/1920/2521102700_2_3_1.jpg?ts=1707215711514', 'https://static.zara.net/photos///2024/V/0/2/p/2521/102/700/2/w/1920/2521102700_2_4_1.jpg?ts=1707215713452', 'https://static.zara.net/photos///2024/V/0/2/p/2521/102/700/2/w/1920/2521102700_2_5_1.jpg?ts=1707215713239', 'https://static.zara.net/photos///2024/V/0/2/p/2521/102/700/2/w/1920/2521102700_6_1_1.jpg?ts=1706778287607', 'https://static.zara.net/photos///2024/V/0/2/p/2521/102/700/2/w/1920/2521102700_6_2_1.jpg?ts=1706778287862', 'https://static.zara.net/photos///2024/V/0/2/p/2521/102/700/2/w/1920/2521102700_6_3_1.jpg?ts=1706778288136']"
WOOL BLEND JACKET WITH POCKETS,"['https://static.zara.net/photos///2024/V/0/2/p/5854/400/798/2/w/1920/5854400798_1_1_1.jpg?ts=1707410679368', 'https://static.zara.net/photos///2024/V/0/2/p/5854/400/798/2/w/1920/5854400798_2_1_1.jpg?ts=1707410679269', 'https://static.zara.net/photos///2024/V/0/2/p/5854/400/798/2/w/1920/5854400798_2_2_1.jpg?ts=1707410680193', 'https://static.zara.net/photos///2024/V/0/2/p/5854/400/798/2/w/1920/5854400798_2_3_1.jpg?ts=1707410676199', 'https://static.zara.net/photos///2024/V/0/2/p/5854/400/798/2/w/1920/5854400798_2_4_1.jpg?ts=1707410680126', 'https://static.zara.net/photos///2024/V/0/2/p/5854/400/798/2/w/1920/5854400798_2_5_1.jpg?ts=1707410679864', 'https://static.zara.net/photos///2024/V/0/2/p/5854/400/798/2/w/1920/5854400798_6_1_1.jpg?ts=1707387435738', 'https://static.zara.net/photos///2024/V/0/2/p/5854/400/798/2/w/1920/5854400798_6_2_1.jpg?ts=1707387435088', 'https://static.zara.net/photos///2024/V/0/2/p/5854/400/798/2/w/1920/5854400798_6_3_1.jpg?ts=1707387439395']"
CONTRASTING COLLAR JACKET,"['https://static.zara.net/photos///2024/V/0/2/p/1538/369/526/2/w/1920/1538369526_1_1_1.jpg?ts=1707903398111', 'https://static.zara.net/photos///2024/V/0/2/p/1538/369/526/2/w/1920/1538369526_2_1_1.jpg?ts=1707903400496', 'https://static.zara.net/photos///2024/V/0/2/p/1538/369/526/2/w/1920/1538369526_2_2_1.jpg?ts=1707903400533', 'https://static.zara.net/photos///2024/V/0/2/p/1538/369/526/2/w/1920/1538369526_2_3_1.jpg?ts=1707903397113', 'https://static.zara.net/photos///2024/V/0/2/p/1538/369/526/2/w/1920/1538369526_2_4_1.jpg?ts=1707903400223', 'https://static.zara.net/photos///2024/V/0/2/p/1538/369/526/2/w/1920/1538369526_6_1_1.jpg?ts=1704701443230', 'https://static.zara.net/photos///2024/V/0/2/p/1538/369/526/2/w/1920/1538369526_6_2_1.jpg?ts=1704701443275', 'https://static.zara.net/photos///2024/V/0/2/p/1538/369/526/2/w/1920/1538369526_6_3_1.jpg?ts=1704701443615']"
TEXTURED JACKET,"['https://static.zara.net/photos///2024/V/0/2/p/4302/457/712/2/w/1920/4302457712_1_1_1.jpg?ts=1707904526425', 'https://static.zara.net/photos///2024/V/0/2/p/4302/457/712/2/w/1920/4302457712_2_1_1.jpg?ts=1707904527436', 'https://static.zara.net/photos///2024/V/0/2/p/4302/457/712/2/w/1920/4302457712_2_2_1.jpg?ts=1707904528360', 'https://static.zara.net/photos///2024/V/0/2/p/4302/457/712/2/w/1920/4302457712_2_3_1.jpg?ts=1707904526174', 'https://static.zara.net/photos///2024/V/0/2/p/4302/457/712/2/w/1920/4302457712_2_4_1.jpg?ts=1707904528656', 'https://static.zara.net/photos///2024/V/0/2/p/4302/457/712/2/w/1920/4302457712_2_5_1.jpg?ts=1707904527706', 'https://static.zara.net/photos///2024/V/0/2/p/4302/457/712/2/w/1920/4302457712_6_1_1.jpg?ts=1707904477595', 'https://static.zara.net/photos///2024/V/0/2/p/4302/457/712/2/w/1920/4302457712_6_2_1.jpg?ts=1707904477656', 'https://static.zara.net/photos///2024/V/0/2/p/4302/457/712/2/w/1920/4302457712_6_3_1.jpg?ts=1707904241811']"
CROPPED TEXTURED JACKET,"['https://static.zara.net/photos///2024/V/0/2/p/1538/410/507/2/w/1920/1538410507_1_1_1.jpg?ts=1707296866351', 'https://static.zara.net/photos///2024/V/0/2/p/1538/410/507/2/w/1920/1538410507_2_1_1.jpg?ts=1707296865061', 'https://static.zara.net/photos///2024/V/0/2/p/1538/410/507/2/w/1920/1538410507_2_2_1.jpg?ts=1707296865630', 'https://static.zara.net/photos///2024/V/0/2/p/1538/410/507/2/w/1920/1538410507_2_3_1.jpg?ts=1707296863934', 'https://static.zara.net/photos///2024/V/0/2/p/1538/410/507/2/w/1920/1538410507_2_4_1.jpg?ts=1707296865920', 'https://static.zara.net/photos///2024/V/0/2/p/1538/410/507/2/w/1920/1538410507_2_5_1.jpg?ts=1707296865052', 'https://static.zara.net/photos///2024/V/0/2/p/1538/410/507/2/w/1920/1538410507_6_1_1.jpg?ts=1707295483866', 'https://static.zara.net/photos///2024/V/0/2/p/1538/410/507/2/w/1920/1538410507_6_2_1.jpg?ts=1707295484258', 'https://static.zara.net/photos///2024/V/0/2/p/1538/410/507/2/w/1920/1538410507_6_3_1.jpg?ts=1707295487386']"
